click,displayURL,adID,advertiserID,depth,position,queryID,keywordID,titleID,descriptionID,userID,userGender,userAge
0,1.28E+19,21924908,37966,1,1,108586,26969,99618,9566,0,0,0
0,1.32E+19,20900489,2401,1,1,108908,17851,34538,38475,21432430,2,5
0,8.90E+18,2480330,19000,3,2,108922,13338,42321,38748,0,0,0
0,7.70E+18,4256081,4983,1,1,108955,442,708,911,586886,1,4
0,1.84E+18,20599923,2291,3,2,108962,14060,18204,52762,0,0,0
0,5.08E+18,20936118,25928,1,1,108995,187586,473289,4563,975377,2,5
0,2.36E+18,21727411,37043,2,1,109082,291978,647680,6242,2152,1,4
0,1.43E+19,6435169,23777,1,1,109339,1328,1801,2356,1412150,1,6
0,1.43E+19,21163928,23808,1,1,109516,8554,13735,332,73176,1,3
0,7.90E+18,21162415,1325,1,1,109519,66227,143919,148413,17033235,2,4
0,8.13E+18,10593106,1268,2,2,109542,1411,1175,2,197782,1,5
0,6.23E+18,4269534,1998,1,1,109595,72515,242094,682335,127536,1,3
0,1.42E+18,6570201,27673,3,3,109626,43709,472603,426413,559,1,5
0,1.43E+19,3529819,23777,2,1,109632,34325,56792,51357,0,0,0
0,1.38E+19,8177246,24354,2,1,109828,7724,5524,5830,599673,0,1
0,1.69E+19,20896581,34476,2,2,109828,1895,28026,33657,599673,0,1
1,9.74E+18,21421289,11536,3,3,109967,10828,25526,24153,0,0,0
0,1.81E+19,20178178,1247,3,1,110160,6497,544264,697718,0,0,0
0,8.13E+18,10950960,1268,1,1,77761,36013,42918,2,22773108,1,5
0,1.48E+19,20715824,3625,1,1,77764,4696,16233,15956,505808,2,3
0,1.83E+19,10939990,30638,2,1,78070,51277,55919,106772,1730999,1,6
0,7.90E+18,21162251,1325,2,2,78343,130,743,1688,0,0,0
0,4.30E+18,3699635,385,2,2,78409,51693,82578,73442,12598420,1,5
0,1.21E+19,20157092,27961,2,1,78409,56438,149251,151934,12598420,1,5
0,1.58E+19,20144323,23804,2,2,78512,45777,633053,437192,12209745,2,3
0,2.65E+18,21300083,6236,2,1,78512,3857,10128,2543,12209745,2,3
0,5.85E+18,20135770,28698,3,1,78522,129,1557,2004,0,0,0
0,1.21E+19,20163506,27961,1,1,78548,74,119,186,17603417,2,3
0,8.72E+18,20897435,35075,1,1,78921,25573,139,201,0,0,0
0,1.07E+19,8343286,11700,2,2,79080,8017,3840,4161,0,0,0
0,1.61E+19,22219927,38989,3,1,79093,95724,2762806,2952410,0,0,0
0,1.21E+19,20223084,27961,2,2,79139,67983,307984,276511,0,0,0
0,1.43E+19,4757485,23777,2,1,79186,38141,121504,105931,14174538,1,6
0,5.71E+18,21130744,33416,2,2,79186,140548,519849,1309,14174538,1,6
0,7.47E+18,10960006,30376,2,1,79344,256403,1232933,643712,559,1,5
0,1.43E+19,4804428,23777,3,1,79412,65932,128441,410502,0,0,0
0,3.74E+18,22102490,10561,1,1,79605,508,369,498,18663774,1,4
0,1.43E+19,20978678,33931,2,1,79786,492,1147,1353,0,0,0
0,1.13E+19,21228070,35689,2,2,79925,36000,128084,15684,0,0,0
0,6.37E+18,20124047,421,1,1,79978,58062,27693,19073,1783535,2,3
0,5.12E+18,8676724,1268,2,2,80085,238,1002,13,0,0,0
0,1.25E+19,10404893,29815,2,2,80279,17846,276994,237714,0,0,0
0,9.34E+18,4077011,17959,2,2,80497,6866,22145,24173,0,0,0
0,1.38E+19,4260154,1590,1,1,80690,20294,144548,124428,796751,2,4
0,9.16E+18,20622520,33886,2,1,80691,16924,362522,332569,0,0,0
0,8.32E+18,21261705,36135,1,1,80779,18,191,280,1430033,2,5
0,2.99E+18,20061243,23803,1,1,80860,61100,73150,386,7091900,1,2
0,4.97E+18,1710595,3383,2,2,80879,72063,260369,237699,1125929,2,4
0,1.30E+18,20869827,3310,3,2,80969,388990,1319591,750726,0,0,0
0,1.21E+19,20163204,27961,1,1,81224,5495,3697,4948,1433984,1,1
0,1.21E+19,20147333,27961,1,1,81279,20061,1041397,832139,0,0,0
0,1.21E+19,20147257,27961,2,1,81279,20061,1041397,832139,0,0,0
0,1.37E+19,7181888,2323,2,1,81384,97566,138935,2011,174408,1,2
0,5.31E+18,9888036,11140,2,2,81384,10784,148016,10006,174408,1,2
0,1.49E+19,21967731,37465,3,3,48422,5996,591004,125,0,0,0
0,1.51E+19,20305976,28750,2,1,48703,91688,124181,43334,7394824,2,3
0,1.34E+18,20599530,33847,2,2,48703,196633,576,1831,7394824,2,3
0,1.52E+19,3500011,23964,3,2,48813,22782,114720,74100,0,0,0
0,1.15E+19,20553579,32925,1,1,48825,198018,349575,8279,1062545,2,1
0,1.10E+19,1572970,6774,3,3,48831,21602,26243,24708,854,1,4
1,1.13E+19,21293574,879,3,1,48831,34723,254027,425811,854,1,4
0,1.43E+19,3111508,23777,3,1,48929,205,156,231,753840,1,2
0,1.11E+19,21100849,34308,3,2,48929,33792,66824,6002,753840,1,2
0,1.21E+19,20163227,27961,3,3,48929,11489,21236,23766,753840,1,2
0,1.17E+19,20273427,30208,1,1,48970,382596,880057,10900,739944,2,5
0,4.77E+18,21329939,36540,2,1,48985,5730,7830,9272,0,0,0
0,1.43E+19,20644076,23808,1,1,49056,2419,201,297,850240,1,2
0,8.13E+18,10593106,1268,2,2,49056,1411,1175,2,850240,1,2
0,8.13E+18,10593106,1268,1,1,49056,1411,1175,2,850240,1,2
0,1.22E+19,21945643,37580,2,1,49056,101812,244823,21067,850240,1,2
0,1.84E+19,20032448,23790,1,1,49148,44887,27,29,1015899,1,1
0,1.17E+19,20961408,27064,1,1,49160,5040,9726,3428,15792571,1,3
0,1.43E+19,3060666,23777,2,1,49198,19082,60028,54120,10235235,1,4
0,1.21E+19,20164270,27961,2,2,49198,19082,113121,107872,10235235,1,4
0,1.21E+19,20164270,27961,2,2,49198,19082,283486,252908,10235235,1,4
0,9.66E+18,21910186,36286,2,2,49267,121480,6687,5981,0,0,0
0,1.70E+19,21645913,37526,2,1,49273,24423,288,323,661979,1,3
0,1.54E+19,21472037,37244,2,2,49273,24423,288,323,661979,1,3
0,1.74E+19,21156221,20855,2,2,49273,43561,701,4416,661979,1,3
0,9.10E+18,21438965,13140,2,1,49273,11789,15674,577,661979,1,3
0,7.94E+18,21219672,2687,2,1,49273,40304,70720,63145,661979,1,3
0,1.54E+19,21472037,37244,2,2,49273,24423,179811,164466,661979,1,3
0,7.13E+18,21548285,37463,2,1,49273,24423,595458,486668,661979,1,3
0,9.28E+18,10673570,23649,2,2,49273,24423,662222,590467,661979,1,3
0,4.30E+18,7828021,385,1,1,49273,647986,1986258,48,661979,1,3
0,4.30E+18,7828021,385,2,2,49273,647986,1986258,48,661979,1,3
0,1.03E+19,21369998,36766,2,2,49308,30513,196189,91743,0,0,0
0,1.51E+19,21927072,23807,1,1,49372,28648,66,86,378153,1,1
0,7.90E+18,21162258,1325,1,1,49435,9,2727,2996,5261082,1,3
0,1.43E+19,4429297,23808,2,2,49533,66696,1327,1546,12184862,2,3
0,1.43E+19,3059795,23777,2,1,49533,66696,179851,152956,12184862,2,3
0,1.59E+19,21727184,37596,3,3,49582,4696,297883,1458,1677500,1,3
0,1.37E+18,21401035,36897,3,1,49582,1231,7282,480,1677500,1,3
0,1.35E+19,21953301,38131,3,2,49582,2675,48624,87,1677500,1,3
0,4.85E+18,21329109,28647,2,1,49637,74720,313459,343726,25560,1,3
0,8.13E+18,10593101,1268,1,1,49682,1130,2399,2,315070,1,1
0,3.06E+18,4129423,9345,2,2,49963,5795,70153,54774,12824485,1,3
0,1.12E+19,4430887,28917,2,1,49963,5795,10900,10842,12824485,1,3
0,1.12E+19,21220251,36211,3,2,49985,39756,191514,177105,0,0,0
0,1.21E+19,20163507,27961,1,1,50165,1837,1467,1789,12113690,1,2
0,1.09E+19,4222402,23389,2,1,50226,2868,280203,14903,0,0,0
0,5.18E+17,21111670,34844,1,1,50282,48329,59102,4892,2028715,2,2
0,1.48E+19,20716894,3625,2,2,50370,3501,229355,192622,3244383,1,1
0,1.28E+19,20880592,13662,2,1,50370,71755,332408,293137,3244383,1,1
0,4.23E+18,20369462,33248,2,1,50379,1052,2988,4271,127536,1,3
0,1.21E+19,20163508,27961,2,2,50384,2031,41070,3593,0,0,0
0,1.51E+19,21927077,23807,3,2,50437,12,66,86,265718,1,5
0,3.16E+18,21446123,26288,3,3,50437,12,341,461,265718,1,5
0,4.70E+18,3177601,23790,2,1,50442,2196,32,236,1413350,1,2
0,1.43E+19,4708074,23777,2,2,50442,2138,1830,2078,1413350,1,2
0,1.47E+19,10753171,30293,1,1,38824,385,489,656,0,0,0
0,1.68E+19,4218204,10576,3,1,38834,3271,269293,251229,0,0,0
0,6.83E+18,21249333,36309,2,2,38853,24518,695047,348901,0,0,0
0,7.90E+18,21162460,1325,2,1,38871,25783,65646,67429,68298,1,4
0,1.60E+19,20315063,23824,2,2,38871,25783,214109,31,68298,1,4
0,1.68E+19,4218204,10576,2,2,38879,3271,269293,251229,0,0,0
0,1.43E+19,6434934,23777,1,1,38952,14,10,17,3114605,1,1
0,1.55E+19,20204566,32850,3,3,39230,2527,85990,76230,0,0,0
0,1.16E+19,20757940,33493,1,1,39315,8677,4466,173,1618000,1,5
0,1.45E+19,21774869,27482,1,1,39405,34195,35430,6,18377361,2,2
0,4.30E+18,21866029,385,1,1,39414,173,300,410,23763504,2,5
0,1.62E+19,21202616,33782,1,1,39418,1625,13687,19096,3727543,1,4
0,9.66E+18,21474201,36286,3,2,39672,12643,6687,5981,0,0,0
0,4.35E+18,3372926,1807,1,1,39768,119791,250200,209936,20433402,2,2
0,6.47E+18,3564951,12842,3,3,39774,54067,230317,75985,10073111,1,6
0,1.78E+19,20874016,1823,3,2,39774,54067,171177,153783,10073111,1,6
0,1.57E+19,20384216,33261,3,1,39774,81549,814055,166382,10073111,1,6
0,6.57E+18,21527216,27520,3,1,39841,33643,2094439,1649680,0,0,0
0,2.96E+18,21249750,36352,2,2,40033,7109,92496,91819,13925524,0,3
0,1.67E+18,20330675,33157,2,1,40033,251168,720192,1052,13925524,0,3
0,1.43E+19,20644045,23808,1,1,40242,2,1,3,1551249,2,2
0,1.16E+19,21391350,11858,1,1,40260,27488,167777,132076,0,0,0
0,1.69E+19,21471244,36826,2,2,40279,8832,296846,243658,6514358,2,1
0,2.96E+18,21249757,36352,2,1,40279,25507,107936,101137,6514358,2,1
0,1.24E+19,21317630,36521,2,1,40279,10110,152984,619,0,0,0
0,1.37E+19,21345302,36687,2,2,40279,10110,215422,431,6514358,2,1
0,1.02E+19,21442001,37039,2,1,40279,10110,222467,188878,6514358,2,1
0,1.43E+19,4423246,23808,2,1,40379,141895,35667,33069,0,0,0
0,1.52E+19,3499889,23964,2,1,40559,66736,462,74723,946329,0,1
0,3.39E+18,10615050,23649,2,2,40559,74849,170670,146735,946329,0,1
0,3.82E+18,10615050,23649,2,2,40559,74849,196630,171181,946329,0,1
0,1.74E+19,4431582,15989,2,2,40635,272286,208358,7887,3514504,1,4
0,8.46E+18,21878800,37600,2,1,40635,68567,84735,3351,3514504,1,4
0,5.59E+18,21460411,35035,2,1,9723,13230,139582,232,12149978,2,4
0,1.48E+19,21437434,3625,2,2,9723,333231,1110186,884546,12149978,2,4
0,1.22E+19,20302831,660,3,1,9743,1321,178263,4220,0,0,0
0,7.90E+18,21162412,1325,2,2,9749,105802,265585,237881,4577925,1,6
0,1.26E+19,4360896,8391,2,1,9749,26181,13562,13356,4577925,1,6
0,1.21E+19,20171605,27961,1,1,9769,18549,24810,23859,68423,1,3
0,1.38E+19,21362267,24354,2,2,9781,15768,13653,17995,10261959,1,2
1,1.45E+19,21400666,27482,2,1,9781,15768,25843,3964,10261959,1,2
0,3.13E+18,20349962,30672,3,1,9809,1756,78646,54640,0,0,0
0,1.41E+18,2365389,1502,2,1,9813,107,155,428,6302656,1,5
0,1.15E+19,21204682,36035,2,2,9813,477,7642,16149,6302656,1,5
0,1.60E+19,20315059,23824,2,1,9813,26537,67557,31,6302656,1,5
0,7.90E+18,21162455,1325,2,2,9813,26537,82902,82327,6302656,1,5
0,1.49E+19,9636103,10995,2,2,9815,2175,9648,4221,68298,1,4
0,1.49E+19,9636103,10995,2,1,9815,2175,9648,4221,68298,1,4
0,5.93E+18,4372720,10986,2,2,9815,7075,383184,3659,68298,1,4
0,7.90E+18,21162514,1325,1,1,9815,36,24,25,68298,1,4
0,1.34E+18,21325116,36548,3,3,9815,1491,2625,3408,68298,1,4
0,1.83E+19,21425228,36893,2,2,9815,7075,1744339,266,68298,1,4
0,9.69E+18,7409142,16631,2,2,9815,7075,290066,286916,68298,1,4
0,9.69E+18,7409142,16631,3,2,9815,7075,290066,286916,68298,1,4
0,3.60E+18,10112523,23774,2,2,9815,169329,588992,1509,68298,1,4
0,4.01E+18,21362256,36760,2,2,9815,7075,328517,335162,68298,1,4
0,2.60E+18,21475823,37219,2,2,9815,7075,507924,801,68298,1,4
0,7.90E+18,21162478,1325,2,2,9815,139156,581734,494507,68298,1,4
0,7.90E+18,21162416,1325,1,1,9815,34897,74185,79968,68298,1,4
0,6.40E+18,21299618,36491,2,1,9815,7075,107526,121,68298,1,4
0,6.40E+18,21299618,36491,2,2,9815,7075,107526,121,68298,1,4
0,8.54E+18,21647372,37471,2,2,9815,7075,110831,746,68298,1,4
1,8.54E+18,21647372,37471,2,2,9815,7075,116113,588,68298,1,4
0,7.90E+18,21162460,1325,2,1,9815,25783,67999,73422,68298,1,4
0,7.90E+18,21162416,1325,2,1,9815,34897,71215,45,68298,1,4
0,7.90E+18,21162416,1325,2,1,9815,34897,71215,77653,68298,1,4
0,7.90E+18,21162416,1325,3,1,9815,34897,71215,77653,68298,1,4
0,7.90E+18,21162416,1325,3,1,9815,34897,74185,36,68298,1,4
0,7.90E+18,21162416,1325,2,1,9815,34897,74185,79968,68298,1,4
0,7.90E+18,21162460,1325,2,2,9815,25783,65646,67429,68298,1,4
0,7.90E+18,21162460,1325,2,1,9815,25783,65646,67429,68298,1,4
0,7.90E+18,21162460,1325,1,1,9815,25783,65646,67429,68298,1,4
0,7.90E+18,21162460,1325,2,2,9815,25783,67999,73422,68298,1,4
0,7.90E+18,21162460,1325,1,1,9815,25783,67999,73422,68298,1,4
0,9.63E+18,10679268,30108,2,2,9815,7075,59510,93733,68298,1,4
0,7.77E+18,21342027,32367,2,2,9818,28387,209664,1909,0,0,0
0,7.77E+18,21341944,32367,3,3,9818,28387,209664,1909,0,0,0
0,1.43E+19,4418763,23808,2,1,9822,21589,12424,12278,6677,1,3
0,1.27E+19,20348775,33141,1,1,9847,16309,15650,21759,1214968,2,5
0,8.03E+18,4321777,18445,2,1,9847,31360,48273,5311,1214968,2,5
0,1.49E+19,4369817,18480,2,2,9847,31360,108939,99909,1214968,2,5
0,4.93E+18,4415968,23775,3,2,9852,39768,1612923,1275325,559,1,5
0,1.45E+19,21775716,27482,1,1,9861,542,424,6,2179,2,1
0,1.43E+19,9027206,23808,1,1,9885,18294,2073,2305,4491356,1,2
0,2.41E+18,20067145,23781,1,1,9886,858,8,1,19870978,1,4
0,1.66E+18,21263748,2298,3,2,9889,8238,149422,140218,25560,1,3
0,5.08E+18,7611239,25928,1,1,9919,13509,11890,7242,19597116,2,3
0,1.21E+19,20110163,27961,3,3,9947,2328,21170,22474,2891628,2,3
0,1.58E+19,20364306,33283,3,1,9947,2328,24756,13004,2891628,2,3
0,1.58E+19,20364306,33283,2,1,9947,2328,53536,17162,2891628,2,3
0,1.38E+19,20763775,3941,3,2,9947,34107,67711,48569,2891628,2,3
0,1.38E+19,20763775,3941,2,2,9947,34107,67711,48569,2891628,2,3
0,1.35E+19,21347758,24355,2,1,9951,8927,14154,14349,7091905,2,4
0,7.27E+18,10365480,4862,2,2,9951,49761,91852,91361,7091905,2,4
0,1.21E+19,20183535,27961,1,1,9960,559,2040,2365,68423,1,3
0,2.15E+18,4396460,26239,2,2,9995,35446,1993,76001,4555968,2,3
0,1.02E+19,10451593,14426,2,1,9995,54956,1545723,1279151,4555968,2,3
0,1.21E+19,20163505,27961,1,1,10020,76,359,534,5786099,1,3
0,9.77E+18,1327082,11194,2,2,10028,3449,417393,398204,14634448,1,3
0,3.91E+18,20584271,30312,2,1,10028,3449,652320,736362,14634448,1,3
0,2.43E+18,20035838,29273,1,1,10064,28,248,91,392293,1,1
0,4.95E+18,10769325,30157,1,1,10074,17647,90695,3260,68298,1,4
0,5.51E+18,3853577,10040,1,1,10090,14572,1385,1625,149935,1,3
1,9.74E+18,21514584,423,3,2,10100,6554,174401,731,46361,2,3
0,1.01E+18,20576311,2255,2,1,10126,22011,693469,610521,0,0,0
0,1.01E+18,21267626,2255,2,1,10126,22011,693469,610521,0,0,0
0,4.85E+18,21896948,20939,1,1,10130,1791,8086,8056,2179,2,1
0,9.84E+18,20961582,33579,2,2,10140,495862,425981,1843209,0,0,0
0,1.55E+18,20083851,23780,1,1,10147,8593,114,154,21432424,2,5
1,1.34E+19,3066490,23786,1,1,10151,2088,1335,115,14890070,0,0
0,1.79E+19,1001049,2733,3,1,10159,5526,26683,29076,559,1,5
1,1.03E+19,21369998,36766,2,1,10167,8702,83506,91743,0,0,0
0,1.41E+19,20938019,34122,3,2,10177,16542,45419,10302,559,1,5
0,4.07E+18,4430601,28837,3,1,10273,2940,1219,1959,6269,1,4
0,8.13E+18,10593101,1268,3,3,10273,2940,24480,2,6269,1,4
0,1.19E+19,4326386,14181,3,2,10273,2940,33311,5322,6269,1,4
1,1.56E+19,20024684,10497,2,1,10298,26653,123239,138660,652635,2,3
0,3.41E+18,10867801,29603,2,2,10298,136571,2112787,1664568,652635,2,3
0,1.76E+19,21836474,37308,1,1,10330,10204,129233,62946,15965805,2,5
0,1.53E+19,21764325,36855,2,2,10345,844,6472,13466,5469122,2,5
0,1.53E+19,21764325,36855,2,2,10345,844,44237,6499,5469122,2,5
0,9.00E+18,20595493,33800,2,1,10345,54865,96004,87305,5469122,2,5
0,1.32E+19,20900491,2401,1,1,10357,210,401,1137,11956489,2,5
0,8.72E+18,2990195,20345,2,2,10359,7627,225804,129134,23247,2,4
0,4.98E+18,2772544,6781,2,2,10359,7627,123125,336327,23247,2,4
0,7.90E+18,21162455,1325,3,1,10372,4619,8226,1282,6109320,2,4
0,2.83E+17,21186478,35793,3,3,10372,5906,54545,1153,6109320,2,4
0,1.77E+19,20594785,854,3,2,10372,31999,65834,649,6109320,2,4
0,7.90E+18,21162434,1325,1,1,10377,11036,22827,26499,2589900,1,4
1,1.69E+19,8609371,13243,1,1,10392,218673,537387,441605,1707305,1,3
0,9.50E+18,10402684,29439,2,1,10403,12751,47089,43198,68423,1,3
0,9.99E+17,20389018,30428,2,2,10403,37295,93108,81913,68423,1,3
0,1.73E+18,9896533,23637,2,1,10450,42,9842,185,12368510,1,3
0,1.28E+19,20885292,34964,2,2,10450,42,36291,33666,12368510,1,3
0,4.19E+17,10240569,28213,2,1,10457,5329,431432,359767,0,0,0
0,1.21E+19,20174708,27961,2,1,10461,1498,1554,2030,105971,2,4
0,9.75E+18,10939149,29713,2,2,10461,1498,70934,63370,105971,2,4
0,2.69E+18,21734328,2051,2,1,10502,88842,9088,63,47846,2,4
0,1.48E+19,20601293,2494,3,3,10502,15033,923,546,47846,2,4
0,7.70E+18,21299640,4983,2,2,10502,3561,3685,4096,47846,2,4
0,3.07E+18,21099574,35515,2,2,10502,290,15255,6210,47846,2,4
0,3.07E+18,21099574,35515,3,2,10502,290,15255,6210,47846,2,4
0,6.72E+18,3065545,23783,2,1,10529,60,54,78,5261082,1,3
0,1.21E+19,20163488,27961,2,2,10529,7399,6748,7623,5261082,1,3
0,6.23E+18,4426635,1998,1,1,10543,6938,10589,11093,149935,1,3
0,5.85E+18,21477507,28698,3,2,10548,17302,212026,178940,6025630,1,4
0,1.45E+19,10588105,29696,3,1,10548,17302,108349,105956,6025630,1,4
0,1.43E+19,9027788,23808,3,3,10548,17302,12386,12260,6025630,1,4
0,1.10E+19,20105275,996,1,1,10554,2934,4509,4645,2179,2,1
0,7.90E+18,21162431,1325,2,1,10565,23298,73279,69374,16355050,1,6
0,1.60E+19,20311867,23824,2,2,10565,23298,60439,31,16355050,1,6
0,1.43E+19,20643970,23808,2,1,10567,20,9,9,546407,1,5
0,1.13E+19,20311330,18070,2,2,10567,1825,211,313,546407,1,5
0,1.45E+19,20665333,34078,2,2,10587,4879,25131,16116,14560455,1,5
0,1.82E+19,4278694,8079,2,1,10587,4879,51734,47091,14560455,1,5
0,2.67E+18,20172874,23805,2,2,10593,3,35,16,8986712,2,5
0,6.32E+18,20711342,27500,2,1,10593,12,188,124,8986712,2,5
0,6.32E+18,20711342,27500,2,1,10593,12,189,124,8986712,2,5
0,4.82E+18,21161672,16334,2,1,10615,2767,150503,4291,796751,2,4
0,4.82E+18,21161672,16334,2,2,10615,2767,150503,4291,796751,2,4
1,1.82E+19,3497335,1854,2,1,10615,25425,204064,179394,796751,2,4
0,1.77E+19,21245641,35752,2,2,10615,25856,336021,277201,796751,2,4
0,5.35E+18,5858648,23796,1,1,10620,1519,6,12,6707092,1,2
0,8.36E+18,10392101,29119,2,1,10636,18434,650060,615515,7232955,1,3
0,5.57E+18,20877360,34737,2,2,10636,18434,647806,524547,7232955,1,3
0,1.34E+18,20599538,33847,3,2,10644,28799,139264,164974,11115787,1,5
0,1.44E+19,2911720,23778,3,1,10644,3108,81,107,11115787,1,5
0,1.40E+19,22003997,38295,3,3,10644,3296,1461165,1157389,11115787,1,5
0,1.57E+19,20026095,26568,1,1,10658,7050,8708,8818,14560944,1,3
0,1.57E+19,20026095,26568,1,1,10658,7050,30464,20035,14560944,1,3
0,3.47E+18,21498325,35197,1,1,10679,1586,6074,3939,17312132,2,4
0,6.72E+18,3065545,23783,2,2,10697,45,40,53,1057631,2,5
0,1.43E+19,4819107,23777,2,1,10697,201,162,242,1057631,2,5
1,3.19E+18,21506316,37299,2,2,10708,53,468,678,10888700,2,2
0,1.58E+19,21818270,21997,2,1,10708,53,4457,4807,10888700,2,2
0,9.00E+18,21102921,35565,2,1,10727,3077,89593,1574,739944,2,5
0,5.23E+18,21212547,34590,2,2,10727,57477,573311,463142,739944,2,5
0,8.85E+18,20047086,2387,2,2,10750,29542,205,194,626061,1,5
0,2.69E+18,9634005,2051,2,1,10750,29542,76527,1778,626061,1,5
0,8.04E+18,4344835,8309,2,1,10783,2074,3830,1870,0,0,0
0,1.72E+19,21361747,36652,2,2,10808,17600,169069,144045,2122227,2,1
